"Control"	"Disease"	"repeat_n"
"SRR341624"	0.259259259259259	0.740740740740741	1
"SRR341697"	0.469469469469469	0.530530530530531	1
"SRR341639"	0.574574574574575	0.425425425425425	1
"SRR341711"	0.451451451451451	0.548548548548549	1
"SRR413592"	0.512512512512513	0.487487487487487	1
"SRR341710"	0.532532532532533	0.467467467467467	1
"SRR341644"	0.328328328328328	0.671671671671672	1
"SRR413562"	0.477477477477477	0.522522522522523	1
"SRR341640"	0.352352352352352	0.647647647647648	1
"SRR341708"	0.528528528528528	0.471471471471471	1
"SRR413587"	0.587587587587588	0.412412412412412	1
"SRR341704"	0.475475475475475	0.524524524524524	1
"SRR341703"	0.122122122122122	0.877877877877878	1
"SRR413658"	0.578578578578579	0.421421421421421	1
"SRR413575"	0.762762762762763	0.237237237237237	1
"SRR341696"	0.239239239239239	0.760760760760761	1
"SRR413659"	0.600600600600601	0.399399399399399	1
"SRR413667"	0.411411411411411	0.588588588588589	1
"SRR413648"	0.429429429429429	0.570570570570571	1
"SRR413621"	0.377377377377377	0.622622622622623	1
"SRR413627"	0.576576576576577	0.423423423423423	1
"SRR413602"	0.632632632632633	0.367367367367367	1
"SRR413603"	0.532532532532533	0.467467467467467	1
"SRR413653"	0.606606606606607	0.393393393393393	1
"SRR413622"	0.491491491491492	0.508508508508508	1
"SRR413616"	0.614614614614615	0.385385385385385	1
"SRR413594"	0.521521521521522	0.478478478478478	1
"SRR341632"	0.464464464464464	0.535535535535536	1
"SRR413620"	0.585585585585586	0.414414414414414	1
"SRR1778453"	0.285285285285285	0.714714714714715	1
"SRR5106374"	0.530530530530531	0.469469469469469	1
"SRR5106384"	0.585585585585586	0.414414414414414	1
"SRR5106505"	0.299299299299299	0.700700700700701	1
"SRR5106494"	0.435435435435435	0.564564564564565	1
"SRR5106336"	0.700700700700701	0.299299299299299	1
"SRR5106305"	0.616616616616617	0.383383383383383	1
"SRR5106467"	0.716716716716717	0.283283283283283	1
"SRR5106457"	0.600600600600601	0.399399399399399	1
"SRR5106490"	0.663663663663664	0.336336336336336	1
"SRR5106315"	0.496496496496497	0.503503503503503	1
"SRR5106502"	0.710710710710711	0.289289289289289	1
"SRR5106297"	0.610610610610611	0.389389389389389	1
"SRR5106340"	0.674674674674675	0.325325325325325	1
"SRR5106486"	0.687687687687688	0.312312312312312	1
"SRR9075234"	0.475475475475475	0.524524524524524	1
"SRR9098616"	0.45045045045045	0.54954954954955	1
"SRR9038143"	0.461461461461461	0.538538538538539	1
"SRR9037974"	0.623623623623624	0.376376376376376	1
"SRR9075151"	0.635635635635636	0.364364364364364	1
"SRR9075289"	0.314314314314314	0.685685685685686	1
"SRR9075300"	0.318318318318318	0.681681681681682	1
"SRR9037982"	0.540540540540541	0.459459459459459	1
"SRR9037818"	0.500500500500501	0.4994994994995	1
"SRR9075422"	0.666666666666667	0.333333333333333	1
"SRR9075068"	0.608608608608609	0.391391391391391	1
"ERR2017809"	0.295295295295295	0.704704704704705	1
"ERR2017802"	0.498498498498498	0.501501501501502	1
"ERR2017745"	0.183183183183183	0.816816816816817	1
"ERR2017648"	0.386386386386386	0.613613613613614	1
"ERR2017703"	0.518518518518518	0.481481481481481	1
"ERR2759380"	0.412412412412412	0.587587587587588	1
"ERR2759420"	0.406406406406406	0.593593593593594	1
"ERR2843582"	0.338338338338338	0.661661661661662	1
"ERR2843559"	0.504504504504504	0.495495495495495	1
"ERR2843568"	0.343343343343343	0.656656656656657	1
"ERR2843678"	0.311311311311311	0.688688688688689	1
"ERR2843649"	0.234234234234234	0.765765765765766	1
"ERR2843648"	0.505505505505506	0.494494494494495	1
"ERR2843611"	0.191191191191191	0.808808808808809	1
"ERR2843663"	0.477477477477477	0.522522522522523	1
"ERR2843550"	0.242242242242242	0.757757757757758	1
"ERR2868510"	0.405405405405405	0.594594594594595	1
"ERR2868399"	0.449449449449449	0.550550550550551	1
"ERR2868432"	0.447447447447447	0.552552552552553	1
"ERR2868501"	0.356356356356356	0.643643643643644	1
"ERR2868404"	0.547547547547548	0.452452452452452	1
"ERR2868406"	0.49049049049049	0.509509509509509	1
"ERR2868444"	0.492492492492492	0.507507507507508	1
"ERR2868494"	0.34034034034034	0.65965965965966	1
"ERR2868468"	0.405405405405405	0.594594594594595	1
"ERR2868502"	0.39039039039039	0.60960960960961	1
"SRR13327535"	0.429429429429429	0.570570570570571	1
"SRR13327480"	0.452452452452452	0.547547547547548	1
"WGC076455"	0.196196196196196	0.803803803803804	1
"WGC076261"	0.506506506506507	0.493493493493493	1
"WGC076448"	0.371371371371371	0.628628628628629	1
"WGC076476"	0.411411411411411	0.588588588588589	1
"SRR6517767"	0.524524524524524	0.475475475475475	1
"SRR6517774"	0.452452452452452	0.547547547547548	1
"SRR8845291"	0.481481481481481	0.518518518518518	1
"SRR8845356"	0.447447447447447	0.552552552552553	1
"SRR8845457"	0.477477477477477	0.522522522522523	1
"SRR8845405"	0.341341341341341	0.658658658658659	1
"SRR8845630"	0.500500500500501	0.4994994994995	1
"SRR8845318"	0.447447447447447	0.552552552552553	1
"SRR8845365"	0.48948948948949	0.510510510510511	1
"SRR8845310"	0.538538538538539	0.461461461461461	1
"SRR8845623"	0.389389389389389	0.610610610610611	1
"SRR8845674"	0.497497497497497	0.502502502502503	1
"SRR8845412"	0.464464464464464	0.535535535535536	1
"SRR8845361"	0.4994994994995	0.500500500500501	1
"SRR8845456"	0.533533533533533	0.466466466466466	1
"SRR8845519"	0.367367367367367	0.632632632632633	1
"SRR8845640"	0.427427427427427	0.572572572572573	1
"SRR8845454"	0.447447447447447	0.552552552552553	1
"C889308"	0.56956956956957	0.43043043043043	1
"ChengliA"	0.273273273273273	0.726726726726727	1
"B921006"	0.437437437437437	0.562562562562563	1
"B481792"	0.601601601601602	0.398398398398398	1
"F287691"	0.627627627627628	0.372372372372372	1
"C517537"	0.512512512512513	0.487487487487487	1
"D977244"	0.276276276276276	0.723723723723724	1
"D984568"	0.273273273273273	0.726726726726727	1
"B935810"	0.557557557557558	0.442442442442442	1
"SRR6504880"	0.202202202202202	0.797797797797798	1
"ERR1620302"	0.397397397397397	0.602602602602603	1
"ERR1620268"	0.387387387387387	0.612612612612613	1
"ERR1620258"	0.257257257257257	0.742742742742743	1
"CKD_KD.137"	0.275275275275275	0.724724724724725	1
"CKD_KD.088"	0.209209209209209	0.790790790790791	1
"CKD_KD.105"	0.237237237237237	0.762762762762763	1
"CKD_KD.189"	0.378378378378378	0.621621621621622	1
"CKD_KD.206"	0.740740740740741	0.259259259259259	1
"SRR13077902"	0.65965965965966	0.34034034034034	1
"SRR13077758"	0.288288288288288	0.711711711711712	1
"SRR13077828"	0.118118118118118	0.881881881881882	1
"SRR13077905"	0.309309309309309	0.690690690690691	1
"SRR13077770"	0.332332332332332	0.667667667667668	1
"Yu_111"	0.457457457457457	0.542542542542543	1
"Yu_122"	0.325325325325325	0.674674674674675	1
"Yu_12"	0.356356356356356	0.643643643643644	1
"Yu_36"	0.566566566566567	0.433433433433433	1
"SRR16124297"	0.321321321321321	0.678678678678679	1
"SRR16124256"	0.406406406406406	0.593593593593594	1
"SRR16124352"	0.597597597597598	0.402402402402402	1
"SRR16124274"	0.358358358358358	0.641641641641642	1
"SRR16124268"	0.384384384384384	0.615615615615616	1
"SRR16124262"	0.317317317317317	0.682682682682683	1
"SRR11992797"	0.249249249249249	0.750750750750751	1
"SRR12000212"	0.545545545545546	0.454454454454454	1
"SRR12000217"	0.333333333333333	0.666666666666667	1
"SRR12000202"	0.255255255255255	0.744744744744745	1
"SRR11992783"	0.534534534534535	0.465465465465465	1
"SRR11992792"	0.274274274274274	0.725725725725726	1
"SRR11992779"	0.307307307307307	0.692692692692693	1
"SRR12000219"	0.576576576576577	0.423423423423423	1
"SRR11992782"	0.318318318318318	0.681681681681682	1
"SRR12005700"	0.36036036036036	0.63963963963964	1
"SRR12000200"	0.375375375375375	0.624624624624625	1
"SRR12000207"	0.165165165165165	0.834834834834835	1
"SRR12000199"	0.245245245245245	0.754754754754755	1
"G183T0"	0.368368368368368	0.631631631631632	1
"G147T0U0A0R2"	0.345345345345345	0.654654654654655	1
"G150T0"	0.385385385385385	0.614614614614615	1
"G107T0U0A0R2"	0.553553553553554	0.446446446446446	1
"G75T0U0A0R1"	0.423423423423423	0.576576576576577	1
"G72T0U0A0R2"	0.394394394394394	0.605605605605606	1
"G146T0U0A0R2"	0.336336336336336	0.663663663663664	1
"G106T0U0A0R2"	0.353353353353353	0.646646646646647	1
"G151T0U0A0R2"	0.487487487487487	0.512512512512513	1
"G27T0U0A0R2"	0.295295295295295	0.704704704704705	1
"SRR5818472"	0.406406406406406	0.593593593593594	1
"SRR5818527"	0.278278278278278	0.721721721721722	1
"SRR5818488"	0.279279279279279	0.720720720720721	1
"SRR5818518"	0.39039039039039	0.60960960960961	1
"SRR5818519"	0.141141141141141	0.858858858858859	1
"SRR5818523"	0.447447447447447	0.552552552552553	1
"SRR5818503"	0.568568568568569	0.431431431431431	1
"SRR5818484"	0.231231231231231	0.768768768768769	1
"SRR5818508"	0.374374374374374	0.625625625625626	1
"SRR5818500"	0.461461461461461	0.538538538538539	1
"SRR5818530"	0.374374374374374	0.625625625625626	1
"SRR5818493"	0.397397397397397	0.602602602602603	1
"SRR5818495"	0.28028028028028	0.71971971971972	1
"ERR1398079"	0.311311311311311	0.688688688688689	1
"ERR1398228"	0.471471471471471	0.528528528528528	1
"ERR1398221"	0.540540540540541	0.459459459459459	1
"ERR1398216"	0.281281281281281	0.718718718718719	1
"ERR1398166"	0.348348348348348	0.651651651651652	1
"ERR1398199"	0.596596596596597	0.403403403403403	1
"ERR1398137"	0.472472472472472	0.527527527527528	1
"ERR1398163"	0.164164164164164	0.835835835835836	1
"ERR1398211"	0.701701701701702	0.298298298298298	1
"ERR1398090"	0.518518518518518	0.481481481481481	1
"ERR1398181"	0.215215215215215	0.784784784784785	1
"ERR1398130"	0.522522522522523	0.477477477477477	1
"ERR1398134"	0.437437437437437	0.562562562562563	1
"ERR1398250"	0.319319319319319	0.680680680680681	1
"ERR1398235"	0.477477477477477	0.522522522522523	1
"ERR1398135"	0.676676676676677	0.323323323323323	1
"ERR1398176"	0.748748748748749	0.251251251251251	1
"ERR1398212"	0.448448448448448	0.551551551551552	1
"D59"	0.29029029029029	0.70970970970971	1
"D38"	0.633633633633634	0.366366366366366	1
"D36"	0.826826826826827	0.173173173173173	1
"K0171"	0.374374374374374	0.625625625625626	1
"C0149"	0.239239239239239	0.760760760760761	1
"A0021"	0.497497497497497	0.502502502502503	1
"K0174"	0.435435435435435	0.564564564564565	1
"K0085"	0.357357357357357	0.642642642642643	1
"C0131"	0.186186186186186	0.813813813813814	1
"C0049"	0.344344344344344	0.655655655655656	1
"K0099"	0.4004004004004	0.5995995995996	1
"K0029"	0.457457457457457	0.542542542542543	1
"LD.19"	0.308308308308308	0.691691691691692	1
"LV4"	0.436436436436436	0.563563563563564	1
"LD.15"	0.438438438438438	0.561561561561562	1
"LD.67"	0.33033033033033	0.66966966966967	1
"LD.7"	0.517517517517518	0.482482482482482	1
"LD.46"	0.303303303303303	0.696696696696697	1
"LD.65"	0.31031031031031	0.68968968968969	1
"LD.47"	0.424424424424424	0.575575575575576	1
"LD.17"	0.269269269269269	0.730730730730731	1
"SRR13336853"	0.217217217217217	0.782782782782783	1
"SRR13336931"	0.483483483483483	0.516516516516517	1
"SRR13336862"	0.520520520520521	0.479479479479479	1
"SRR13336938"	0.513513513513513	0.486486486486487	1
"SRR13336847"	0.553553553553554	0.446446446446446	1
"SRR13336854"	0.327327327327327	0.672672672672673	1
"SRR13336846"	0.546546546546547	0.453453453453453	1
"SRR9075149"	0.644644644644645	0.355355355355355	1
"SRR9037834"	0.56956956956957	0.43043043043043	1
"SRR9098963"	0.269269269269269	0.730730730730731	1
"SRR9037943"	0.44044044044044	0.55955955955956	1
"SRR9038135"	0.467467467467467	0.532532532532533	1
"SRR9098792"	0.57957957957958	0.42042042042042	1
"SRR9075310"	0.541541541541542	0.458458458458458	1
"ERR1190591"	0.414414414414414	0.585585585585586	1
"ERR1190713"	0.197197197197197	0.802802802802803	1
"ERR1190556"	0.429429429429429	0.570570570570571	1
"ERR1190580"	0.493493493493493	0.506506506506507	1
"ERR1190544"	0.311311311311311	0.688688688688689	1
"ERR1190716"	0.462462462462462	0.537537537537538	1
"ERR1190572"	0.4994994994995	0.500500500500501	1
"ERR1190582"	0.493493493493493	0.506506506506507	1
"ERR1190760"	0.538538538538539	0.461461461461461	1
"SRR8849289"	0.513513513513513	0.486486486486487	1
"SRR10983044"	0.324324324324324	0.675675675675676	1
"SRR10983033"	0.27027027027027	0.72972972972973	1
"SRR10403530"	0.298298298298298	0.701701701701702	1
"SRR10403522"	0.214214214214214	0.785785785785786	1
"SRR10403544"	0.442442442442442	0.557557557557558	1
"SRR10403533"	0.271271271271271	0.728728728728729	1
"ERR1398246"	0.41041041041041	0.58958958958959	1
"ERR1398121"	0.392392392392392	0.607607607607608	1
"ERR1398187"	0.269269269269269	0.730730730730731	1
"ERR1398133"	0.255255255255255	0.744744744744745	1
"ERR1398193"	0.493493493493493	0.506506506506507	1
"ERR1398092"	0.311311311311311	0.688688688688689	1
"ERR1398074"	0.528528528528528	0.471471471471471	1
"ERR1398150"	0.21021021021021	0.78978978978979	1
"ERR1398188"	0.269269269269269	0.730730730730731	1
"ERR1398091"	0.500500500500501	0.4994994994995	1
"SRR6066144"	0.331331331331331	0.668668668668669	1
"SRR6066112"	0.276276276276276	0.723723723723724	1
"SRR6066087"	0.337337337337337	0.662662662662663	1
"SRR6066117"	0.263263263263263	0.736736736736737	1
"SRR6066115"	0.571571571571572	0.428428428428428	1
"SD320500428"	0.203203203203203	0.796796796796797	1
"SD320500044"	0.338338338338338	0.661661661661662	1
"SD320500216"	0.249249249249249	0.750750750750751	1
"SD320500393"	0.372372372372372	0.627627627627628	1
"SD320500246"	0.309309309309309	0.690690690690691	1
"SD320500281"	0.519519519519519	0.48048048048048	1
"SD320500134"	0.256256256256256	0.743743743743744	1
"SD320500373"	0.306306306306306	0.693693693693694	1
"SD320500374"	0.305305305305305	0.694694694694695	1
"SD320500434"	0.472472472472472	0.527527527527528	1
"SAMEA2737780"	0.625625625625626	0.374374374374374	1
"SAMEA2737722"	0.507507507507508	0.492492492492492	1
"SAMEA2737838"	0.614614614614615	0.385385385385385	1
"SAMEA2737779"	0.491491491491492	0.508508508508508	1
"SAMEA2737749"	0.445445445445445	0.554554554554555	1
"ERR2855811"	0.231231231231231	0.768768768768769	1
"ERR2855824"	0.505505505505506	0.494494494494495	1
"ERR2855879"	0.45045045045045	0.54954954954955	1
"ERR2855910"	0.227227227227227	0.772772772772773	1
"ERR2855874"	0.496496496496497	0.503503503503503	1
"ERR2855909"	0.451451451451451	0.548548548548549	1
"ERR2855831"	0.353353353353353	0.646646646646647	1
"ERR2855890"	0.43043043043043	0.56956956956957	1
"ERR2855894"	0.399399399399399	0.600600600600601	1
"ERR2855954"	0.231231231231231	0.768768768768769	1
"ERR2855895"	0.31031031031031	0.68968968968969	1
"SRR8898546"	0.295295295295295	0.704704704704705	1
"SRR8898483"	0.391391391391391	0.608608608608609	1
"SRR8898676"	0.237237237237237	0.762762762762763	1
"SRR341666"	0.587587587587588	0.412412412412412	1
"SRR341583"	0.587587587587588	0.412412412412412	1
"SRR341613"	0.289289289289289	0.710710710710711	1
"SRR341680"	0.369369369369369	0.630630630630631	1
"SRR413724"	0.449449449449449	0.550550550550551	1
"SRR413725"	0.437437437437437	0.562562562562563	1
"SRR413726"	0.375375375375375	0.624624624624625	1
"SRR413737"	0.347347347347347	0.652652652652653	1
"SRR413768"	0.477477477477477	0.522522522522523	1
"SRR413716"	0.353353353353353	0.646646646646647	1
"SRR1778456"	0.55955955955956	0.44044044044044	1
"SD320500164"	0.580580580580581	0.419419419419419	1
"SD320500165"	0.532532532532533	0.467467467467467	1
"SD320500398"	0.412412412412412	0.587587587587588	1
"SD320500437"	0.369369369369369	0.630630630630631	1
"SD320500405"	0.405405405405405	0.594594594594595	1
"SD320500409"	0.497497497497497	0.502502502502503	1
"SRR5106310"	0.477477477477477	0.522522522522523	1
"SRR5106323"	0.455455455455455	0.544544544544545	1
"SRR5106491"	0.504504504504504	0.495495495495495	1
"SRR5106290"	0.491491491491492	0.508508508508508	1
"SRR5106275"	0.32032032032032	0.67967967967968	1
"SRR5106309"	0.424424424424424	0.575575575575576	1
"SRR5106484"	0.405405405405405	0.594594594594595	1
"SRR5106287"	0.427427427427427	0.572572572572573	1
"SRR5106331"	0.508508508508508	0.491491491491492	1
"SRR5106483"	0.372372372372372	0.627627627627628	1
"SRR5106503"	0.417417417417417	0.582582582582583	1
"SRR9128848"	0.195195195195195	0.804804804804805	1
"SRR9037883"	0.555555555555556	0.444444444444444	1
"SRR9038001"	0.376376376376376	0.623623623623624	1
"SRR9038059"	0.482482482482482	0.517517517517518	1
"SRR9098846"	0.282282282282282	0.717717717717718	1
"SRR9038168"	0.580580580580581	0.419419419419419	1
"SRR9075408"	0.463463463463463	0.536536536536537	1
"SRR9128984"	0.299299299299299	0.700700700700701	1
"SRR9128980"	0.233233233233233	0.766766766766767	1
"SRR9098861"	0.417417417417417	0.582582582582583	1
"SRR9098806"	0.34034034034034	0.65965965965966	1
"SRR9075079"	0.396396396396396	0.603603603603604	1
"SRR9075182"	0.421421421421421	0.578578578578579	1
"SRR9098669"	0.356356356356356	0.643643643643644	1
"SRR9038029"	0.334334334334334	0.665665665665666	1
"ERR2017803"	0.389389389389389	0.610610610610611	1
"ERR2017748"	0.395395395395395	0.604604604604605	1
"ERR2017792"	0.446446446446446	0.553553553553554	1
"ERR2017778"	0.494494494494495	0.505505505505506	1
"ERR2017779"	0.367367367367367	0.632632632632633	1
"ERR2017761"	0.413413413413413	0.586586586586587	1
"ERR2017796"	0.411411411411411	0.588588588588589	1
"ERR2017786"	0.366366366366366	0.633633633633634	1
"ERR2017756"	0.221221221221221	0.778778778778779	1
"ERR2017793"	0.38038038038038	0.61961961961962	1
"ERR2017785"	0.303303303303303	0.696696696696697	1
"ERR2017767"	0.359359359359359	0.640640640640641	1
"ERR2017768"	0.44044044044044	0.55955955955956	1
"ERR2017766"	0.297297297297297	0.702702702702703	1
"ERR2017807"	0.358358358358358	0.641641641641642	1
"ERR2017801"	0.309309309309309	0.690690690690691	1
"ERR2017755"	0.442442442442442	0.557557557557558	1
"ERR2017762"	0.550550550550551	0.449449449449449	1
"ERR2017763"	0.261261261261261	0.738738738738739	1
"ERR2017782"	0.481481481481481	0.518518518518518	1
"ERR2017691"	0.469469469469469	0.530530530530531	1
"ERR2017713"	0.237237237237237	0.762762762762763	1
"ERR2017730"	0.441441441441441	0.558558558558559	1
"ERR2017671"	0.238238238238238	0.761761761761762	1
"ERR2017717"	0.504504504504504	0.495495495495495	1
"ERR2017633"	0.265265265265265	0.734734734734735	1
"ERR2017662"	0.186186186186186	0.813813813813814	1
"ERR2017696"	0.398398398398398	0.601601601601602	1
"ERR2017692"	0.303303303303303	0.696696696696697	1
"ERR2017693"	0.196196196196196	0.803803803803804	1
"ERR2017624"	0.282282282282282	0.717717717717718	1
"ERR2017709"	0.532532532532533	0.467467467467467	1
"ERR2017740"	0.377377377377377	0.622622622622623	1
"ERR2017647"	0.142142142142142	0.857857857857858	1
"ERR2017727"	0.445445445445445	0.554554554554555	1
"ERR2017702"	0.39039039039039	0.60960960960961	1
"ERR2017746"	0.251251251251251	0.748748748748749	1
"ERR2017687"	0.414414414414414	0.585585585585586	1
"ERR2017602"	0.271271271271271	0.728728728728729	1
"ERR2017607"	0.249249249249249	0.750750750750751	1
"ERR2017712"	0.207207207207207	0.792792792792793	1
"ERR2017688"	0.323323323323323	0.676676676676677	1
"ERR2017635"	0.406406406406406	0.593593593593594	1
"ERR2017601"	0.263263263263263	0.736736736736737	1
"ERR2017672"	0.281281281281281	0.718718718718719	1
"ERR2017707"	0.291291291291291	0.708708708708709	1
"ERR2017612"	0.391391391391391	0.608608608608609	1
"ERR2017651"	0.2002002002002	0.7997997997998	1
"ERR2017721"	0.530530530530531	0.469469469469469	1
"ERR2017684"	0.34034034034034	0.65965965965966	1
"ERR2017646"	0.253253253253253	0.746746746746747	1
"ERR2017606"	0.177177177177177	0.822822822822823	1
"ERR2017741"	0.347347347347347	0.652652652652653	1
"ERR2017611"	0.24024024024024	0.75975975975976	1
"ERR2017664"	0.203203203203203	0.796796796796797	1
"ERR2017653"	0.372372372372372	0.627627627627628	1
"ERR2017726"	0.186186186186186	0.813813813813814	1
"ERR2017667"	0.304304304304304	0.695695695695696	1
"ERR2017622"	0.292292292292292	0.707707707707708	1
"ERR2017623"	0.242242242242242	0.757757757757758	1
"ERR2017628"	0.282282282282282	0.717717717717718	1
"ERR2017615"	0.136136136136136	0.863863863863864	1
"ERR2017661"	0.361361361361361	0.638638638638639	1
"ERR2759426"	0.57957957957958	0.42042042042042	1
"ERR2759404"	0.43043043043043	0.56956956956957	1
"ERR2759425"	0.503503503503503	0.496496496496497	1
"ERR2759399"	0.651651651651652	0.348348348348348	1
"ERR2759409"	0.543543543543544	0.456456456456456	1
"ERR2759387"	0.415415415415415	0.584584584584585	1
"ERR2759391"	0.577577577577578	0.422422422422422	1
"ERR2759407"	0.195195195195195	0.804804804804805	1
"ERR2759396"	0.171171171171171	0.828828828828829	1
"ERR2759410"	0.526526526526527	0.473473473473473	1
"ERR2759388"	0.469469469469469	0.530530530530531	1
"ERR2759392"	0.362362362362362	0.637637637637638	1
"ERR2843650"	0.438438438438438	0.561561561561562	1
"ERR2843642"	0.442442442442442	0.557557557557558	1
"ERR2843616"	0.216216216216216	0.783783783783784	1
"ERR2843542"	0.422422422422422	0.577577577577578	1
"ERR2843607"	0.22022022022022	0.77977977977978	1
"ERR2843652"	0.262262262262262	0.737737737737738	1
"ERR2843624"	0.304304304304304	0.695695695695696	1
"ERR2843558"	0.386386386386386	0.613613613613614	1
"ERR2843655"	0.474474474474474	0.525525525525526	1
"ERR2843638"	0.55955955955956	0.44044044044044	1
"ERR2843682"	0.373373373373373	0.626626626626627	1
"ERR2843552"	0.479479479479479	0.520520520520521	1
"ERR2843689"	0.283283283283283	0.716716716716717	1
"ERR2843588"	0.4994994994995	0.500500500500501	1
"ERR2843651"	0.414414414414414	0.585585585585586	1
"ERR2843658"	0.524524524524524	0.475475475475475	1
"ERR2843549"	0.496496496496497	0.503503503503503	1
"ERR2843551"	0.465465465465465	0.534534534534535	1
"ERR2843685"	0.24024024024024	0.75975975975976	1
"ERR2843671"	0.533533533533533	0.466466466466466	1
"ERR2843565"	0.451451451451451	0.548548548548549	1
"ERR2843579"	0.401401401401401	0.598598598598599	1
"ERR2843613"	0.467467467467467	0.532532532532533	1
"ERR2843605"	0.438438438438438	0.561561561561562	1
"ERR2843554"	0.438438438438438	0.561561561561562	1
"ERR2843659"	0.507507507507508	0.492492492492492	1
"ERR2843626"	0.504504504504504	0.495495495495495	1
"ERR2843629"	0.45045045045045	0.54954954954955	1
"ERR2843690"	0.405405405405405	0.594594594594595	1
"ERR2868464"	0.488488488488488	0.511511511511512	1
"ERR2868407"	0.635635635635636	0.364364364364364	1
"ERR2868417"	0.482482482482482	0.517517517517518	1
"ERR2868485"	0.466466466466466	0.533533533533533	1
"ERR2868425"	0.47047047047047	0.529529529529529	1
"ERR2868438"	0.554554554554555	0.445445445445445	1
"ERR2868452"	0.564564564564565	0.435435435435435	1
"ERR2868401"	0.495495495495495	0.504504504504504	1
"ERR2868454"	0.477477477477477	0.522522522522523	1
"ERR2868518"	0.452452452452452	0.547547547547548	1
"ERR2868394"	0.402402402402402	0.597597597597598	1
"ERR2868445"	0.341341341341341	0.658658658658659	1
"ERR2868496"	0.631631631631632	0.368368368368368	1
"ERR2868478"	0.334334334334334	0.665665665665666	1
"ERR2868408"	0.558558558558559	0.441441441441441	1
"ERR2868424"	0.302302302302302	0.697697697697698	1
"ERR2868440"	0.519519519519519	0.48048048048048	1
"ERR2608641"	0.299299299299299	0.700700700700701	1
"ERR2608630"	0.415415415415415	0.584584584584585	1
"ERR2608652"	0.27027027027027	0.72972972972973	1
"ERR2608655"	0.507507507507508	0.492492492492492	1
"ERR2608651"	0.397397397397397	0.602602602602603	1
"ERR2608659"	0.298298298298298	0.701701701701702	1
"ERR2608645"	0.231231231231231	0.768768768768769	1
"ERR2608650"	0.331331331331331	0.668668668668669	1
"ERR2608633"	0.424424424424424	0.575575575575576	1
"ERR2608653"	0.366366366366366	0.633633633633634	1
"ERR2608668"	0.35035035035035	0.64964964964965	1
"ERR2608667"	0.358358358358358	0.641641641641642	1
"ERR2608665"	0.469469469469469	0.530530530530531	1
"SRR13327494"	0.28028028028028	0.71971971971972	1
"SRR13327497"	0.248248248248248	0.751751751751752	1
"SRR13327459"	0.473473473473473	0.526526526526527	1
"SRR13327475"	0.236236236236236	0.763763763763764	1
"SRR13327486"	0.393393393393393	0.606606606606607	1
"SRR13327534"	0.33033033033033	0.66966966966967	1
"SRR13327450"	0.278278278278278	0.721721721721722	1
"SRR13327468"	0.597597597597598	0.402402402402402	1
"SRR13327493"	0.189189189189189	0.810810810810811	1
"SRR13327465"	0.545545545545546	0.454454454454454	1
"SRR13327496"	0.497497497497497	0.502502502502503	1
"SRR13327498"	0.500500500500501	0.4994994994995	1
"SRR13327484"	0.387387387387387	0.612612612612613	1
"SRR13327458"	0.24024024024024	0.75975975975976	1
"SRR13327483"	0.327327327327327	0.672672672672673	1
"SRR13327492"	0.244244244244244	0.755755755755756	1
"SRR13327546"	0.359359359359359	0.640640640640641	1
"SRR13327471"	0.449449449449449	0.550550550550551	1
"SRR13327499"	0.537537537537538	0.462462462462462	1
"SRR13327429"	0.467467467467467	0.532532532532533	1
"WGC066692"	0.431431431431431	0.568568568568569	1
"WGC076264"	0.155155155155155	0.844844844844845	1
"WGC076263"	0.406406406406406	0.593593593593594	1
"WGC076273"	0.453453453453453	0.546546546546547	1
"WGC076258"	0.275275275275275	0.724724724724725	1
"WGC076259"	0.342342342342342	0.657657657657658	1
"WGC076490"	0.304304304304304	0.695695695695696	1
"WGC076481"	0.316316316316316	0.683683683683684	1
"WGC076485"	0.277277277277277	0.722722722722723	1
"WGC076469"	0.379379379379379	0.620620620620621	1
"WGC076474"	0.415415415415415	0.584584584584585	1
"WGC076489"	0.598598598598599	0.401401401401401	1
"WGC076265"	0.273273273273273	0.726726726726727	1
"WGC076450"	0.172172172172172	0.827827827827828	1
"WGC076266"	0.236236236236236	0.763763763763764	1
"WGC076470"	0.607607607607608	0.392392392392392	1
"WGC076467"	0.312312312312312	0.687687687687688	1
"SRR6517788"	0.42042042042042	0.57957957957958	1
"SRR6517787"	0.296296296296296	0.703703703703704	1
"SRR6517775"	0.492492492492492	0.507507507507508	1
"SRR6517772"	0.286286286286286	0.713713713713714	1
"SRR6517778"	0.403403403403403	0.596596596596597	1
"SRR6517781"	0.189189189189189	0.810810810810811	1
"SRR8845523"	0.503503503503503	0.496496496496497	1
"SRR8845525"	0.186186186186186	0.813813813813814	1
"SRR8845297"	0.596596596596597	0.403403403403403	1
"SRR8845311"	0.495495495495495	0.504504504504504	1
"SRR8845309"	0.501501501501502	0.498498498498498	1
"SRR8845293"	0.471471471471471	0.528528528528528	1
"SRR8845419"	0.343343343343343	0.656656656656657	1
"SRR8845650"	0.571571571571572	0.428428428428428	1
"SRR8845394"	0.503503503503503	0.496496496496497	1
"SRR8845404"	0.363363363363363	0.636636636636637	1
"SRR8845438"	0.339339339339339	0.660660660660661	1
"SRR8845535"	0.543543543543544	0.456456456456456	1
"SRR8845596"	0.373373373373373	0.626626626626627	1
"SRR8845616"	0.484484484484485	0.515515515515516	1
"SRR8845559"	0.594594594594595	0.405405405405405	1
